city_name;city_code;Indicator;unit;year;value
Salzburg;AT32;Proportion of population aged 65-79 years;Percentage;2020;13.9
Salzburg;AT32;Proportion of population aged 65 years and more;Percentage;2016;18.0
Salzburg;AT32;Proportion of population aged 65 years and more;Percentage;2020;19.0
Salzburg;AT32;Proportion of population aged 70-74 years;Percentage;2016;4.5
Salzburg;AT32;Proportion of population aged 70-74 years;Percentage;2020;4.5
Salzburg;AT32;Proportion of population aged 75-79 years;Percentage;2016;3.7
Salzburg;AT32;Proportion of population aged 75-79 years;Percentage;2020;4.2
Salzburg;AT32;Proportion of population aged 80-84 years;Percentage;2016;2.3
Salzburg;AT32;Proportion of population aged 80-84 years;Percentage;2020;2.7
Salzburg;AT32;Proportion of population aged 80 years and more;Percentage;2016;4.6
Salzburg;AT32;Proportion of population aged 80 years and more;Percentage;2020;5.1
Salzburg;AT32;Proportion of population aged 85 years and more;Percentage;2016;2.3
Salzburg;AT32;Proportion of population aged 85 years and more;Percentage;2020;2.4
Salzburg;AT32;Young-age dependency ratio 1st variant (population 0 to 14 years to population 15 to 64 years);Percentage;2016;21.7
Salzburg;AT32;Young-age dependency ratio 1st variant (population 0 to 14 years to population 15 to 64 years);Percentage;2020;22.0
Salzburg;AT32;Young-age dependency ratio 2nd variant (population 0 to 19 years to population 20 to 59 years);Percentage;2016;36.2
Salzburg;AT32;Young-age dependency ratio 2nd variant (population 0 to 19 years to population 20 to 59 years);Percentage;2020;35.8
Salzburg;AT32;Young-age dependency ratio 3rd variant (population 0 to 19 years to population 20 to 64 years);Percentage;2016;32.9
Salzburg;AT32;Young-age dependency ratio 3rd variant (population 0 to 19 years to population 20 to 64 years);Percentage;2020;32.2
Vorarlberg;AT34;Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years);Percentage;2016;49.0
Vorarlberg;AT34;Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years);Percentage;2020;50.5
Vorarlberg;AT34;Age dependency ratio, 2nd variant (population 0 to 19 years and 60 years or over to population 20 to 59 years);Percentage;2016;78.9
Vorarlberg;AT34;Age dependency ratio, 2nd variant (population 0 to 19 years and 60 years or over to population 20 to 59 years);Percentage;2020;81.5
Vorarlberg;AT34;Age dependency ratio, 3rd variant (population 0 to 19 years and 65 years or over to population 20 to 64 years);Percentage;2016;63.4
Vorarlberg;AT34;Age dependency ratio, 3rd variant (population 0 to 19 years and 65 years or over to population 20 to 64 years);Percentage;2020;63.8
Vorarlberg;AT34;Median age of population - females;Year;2016;42.4
Vorarlberg;AT34;Median age of population - females;Year;2020;43.1
Vorarlberg;AT34;Median age of population;Year;2016;41.3
Vorarlberg;AT34;Median age of population;Year;2020;41.9
Vorarlberg;AT34;Median age of population - males;Year;2016;40.1
Vorarlberg;AT34;Median age of population - males;Year;2020;40.7
Vorarlberg;AT34;Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years);Percentage;2016;25.0
Vorarlberg;AT34;Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years);Percentage;2020;26.4
Vorarlberg;AT34;Old-age dependency ratio 2nd variant (population 60 years or over to population 20 to 59 years);Percentage;2016;39.5
Vorarlberg;AT34;Old-age dependency ratio 2nd variant (population 60 years or over to population 20 to 59 years);Percentage;2020;42.6
Vorarlberg;AT34;Old-age dependency ratio 3rd variant (population 65 years or over to population 20 to 64 years);Percentage;2016;27.4
Vorarlberg;AT34;Old-age dependency ratio 3rd variant (population 65 years or over to population 20 to 64 years);Percentage;2020;28.8
Vorarlberg;AT34;Women per 100 men;Percentage;2016;101.8
Vorarlberg;AT34;Women per 100 men;Percentage;2020;101.5
Vorarlberg;AT34;Proportion of population aged 0-14 years;Percentage;2016;16.1
Vorarlberg;AT34;Proportion of population aged 0-14 years;Percentage;2020;16.0
Vorarlberg;AT34;Proportion of population aged 0-19 years;Percentage;2016;22.0
Vorarlberg;AT34;Proportion of population aged 0-19 years;Percentage;2020;21.4
Vorarlberg;AT34;Proportion of population aged 0-4 years;Percentage;2016;5.3
Vorarlberg;AT34;Proportion of population aged 0-4 years;Percentage;2020;5.5
Vorarlberg;AT34;Proportion of population aged 10-14 years;Percentage;2016;5.5
Vorarlberg;AT34;Proportion of population aged 10-14 years;Percentage;2020;5.3
Vorarlberg;AT34;Proportion of population aged 15-19 years;Percentage;2016;5.9
Vorarlberg;AT34;Proportion of population aged 15-19 years;Percentage;2020;5.4
Vorarlberg;AT34;Proportion of population aged 15-24 years;Percentage;2016;12.1
Vorarlberg;AT34;Proportion of population aged 15-24 years;Percentage;2020;11.2
Vorarlberg;AT34;Proportion of population aged 20-24 years;Percentage;2016;6.2
Vorarlberg;AT34;Proportion of population aged 20-24 years;Percentage;2020;5.8
Vorarlberg;AT34;Proportion of population aged 20-39 years;Percentage;2016;26.2
Vorarlberg;AT34;Proportion of population aged 20-39 years;Percentage;2020;26.1
Vorarlberg;AT34;Proportion of population aged 25-29 years;Percentage;2016;6.5
Vorarlberg;AT34;Proportion of population aged 25-29 years;Percentage;2020;6.5
Vorarlberg;AT34;Proportion of population aged 25-44 years;Percentage;2016;27.1
Vorarlberg;AT34;Proportion of population aged 25-44 years;Percentage;2020;26.8
Vorarlberg;AT34;Proportion of population aged 25-49 years;Percentage;2016;35.2
Vorarlberg;AT34;Proportion of population aged 25-49 years;Percentage;2020;33.9
Vorarlberg;AT34;Proportion of population aged 30-34 years;Percentage;2016;6.9
Vorarlberg;AT34;Proportion of population aged 30-34 years;Percentage;2020;6.8
Vorarlberg;AT34;Proportion of population aged 35-39 years;Percentage;2016;6.6
Vorarlberg;AT34;Proportion of population aged 35-39 years;Percentage;2020;7.0
Vorarlberg;AT34;Proportion of population aged 40-44 years;Percentage;2016;7.1
Vorarlberg;AT34;Proportion of population aged 40-44 years;Percentage;2020;6.5
Vorarlberg;AT34;Proportion of population aged 40-59 years;Percentage;2016;29.7
Vorarlberg;AT34;Proportion of population aged 40-59 years;Percentage;2020;29.0
Vorarlberg;AT34;Proportion of population aged 45-49 years;Percentage;2016;8.0
Vorarlberg;AT34;Proportion of population aged 45-49 years;Percentage;2020;7.1
Vorarlberg;AT34;Proportion of population aged 45-64 years;Percentage;2016;27.9
Vorarlberg;AT34;Proportion of population aged 45-64 years;Percentage;2020;28.4
Vorarlberg;AT34;Proportion of population aged 50-54 years;Percentage;2016;8.0
Vorarlberg;AT34;Proportion of population aged 50-54 years;Percentage;2020;8.0
Vorarlberg;AT34;Proportion of population aged 50-64 years;Percentage;2016;19.9
Vorarlberg;AT34;Proportion of population aged 50-64 years;Percentage;2020;21.3
Vorarlberg;AT34;Proportion of population aged 55-59 years;Percentage;2016;6.6
Vorarlberg;AT34;Proportion of population aged 55-59 years;Percentage;2020;7.4
Vorarlberg;AT34;Proportion of population aged 5-9 years;Percentage;2016;5.3
Vorarlberg;AT34;Proportion of population aged 5-9 years;Percentage;2020;5.2
Vorarlberg;AT34;Proportion of population aged 60-64 years;Percentage;2016;5.3
Vorarlberg;AT34;Proportion of population aged 60-64 years;Percentage;2020;5.9
Vorarlberg;AT34;Proportion of population aged 60-79 years;Percentage;2016;17.7
Vorarlberg;AT34;Proportion of population aged 60-79 years;Percentage;2020;18.6
Vorarlberg;AT34;Proportion of population aged 60 years and more;Percentage;2016;22.1
Vorarlberg;AT34;Proportion of population aged 60 years and more;Percentage;2020;23.5
Vorarlberg;AT34;Proportion of population aged 65-69 years;Percentage;2016;4.9
Vorarlberg;AT34;Proportion of population aged 65-69 years;Percentage;2020;4.8
Vorarlberg;AT34;Proportion of population aged 65-79 years;Percentage;2016;12.4
Vorarlberg;AT34;Proportion of population aged 65-79 years;Percentage;2020;12.6
Vorarlberg;AT34;Proportion of population aged 65 years and more;Percentage;2016;16.8
Vorarlberg;AT34;Proportion of population aged 65 years and more;Percentage;2020;17.6
Vorarlberg;AT34;Proportion of population aged 70-74 years;Percentage;2016;4.0
Vorarlberg;AT34;Proportion of population aged 70-74 years;Percentage;2020;4.1
Vorarlberg;AT34;Proportion of population aged 75-79 years;Percentage;2016;3.5
Vorarlberg;AT34;Proportion of population aged 75-79 years;Percentage;2020;3.7
Vorarlberg;AT34;Proportion of population aged 80-84 years;Percentage;2016;2.3
Vorarlberg;AT34;Proportion of population aged 80-84 years;Percentage;2020;2.6
Vorarlberg;AT34;Proportion of population aged 80 years and more;Percentage;2016;4.4
Vorarlberg;AT34;Proportion of population aged 80 years and more;Percentage;2020;4.9
Vorarlberg;AT34;Proportion of population aged 85 years and more;Percentage;2016;2.1
Vorarlberg;AT34;Proportion of population aged 85 years and more;Percentage;2020;2.3
Vorarlberg;AT34;Young-age dependency ratio 1st variant (population 0 to 14 years to population 15 to 64 years);Percentage;2016;24.0
Vorarlberg;AT34;Young-age dependency ratio 1st variant (population 0 to 14 years to population 15 to 64 years);Percentage;2020;24.0
Vorarlberg;AT34;Young-age dependency ratio 2nd variant (population 0 to 19 years to population 20 to 59 years);Percentage;2016;39.4
Vorarlberg;AT34;Young-age dependency ratio 2nd variant (population 0 to 19 years to population 20 to 59 years);Percentage;2020;38.8
Vorarlberg;AT34;Young-age dependency ratio 3rd variant (population 0 to 19 years to population 20 to 64 years);Percentage;2016;36.0
Vorarlberg;AT34;Young-age dependency ratio 3rd variant (population 0 to 19 years to population 20 to 64 years);Percentage;2020;35.1
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years);Percentage;2016;48.8
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years);Percentage;2020;48.3
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years);Percentage;2022;47.1
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;Age dependency ratio, 2nd variant (population 0 to 19 years and 60 years or over to population 20 to 59 years);Percentage;2016;74.2
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;Age dependency ratio, 2nd variant (population 0 to 19 years and 60 years or over to population 20 to 59 years);Percentage;2020;74.2
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;Age dependency ratio, 2nd variant (population 0 to 19 years and 60 years or over to population 20 to 59 years);Percentage;2022;73.7
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;Age dependency ratio, 3rd variant (population 0 to 19 years and 65 years or over to population 20 to 64 years);Percentage;2016;61.9
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;Age dependency ratio, 3rd variant (population 0 to 19 years and 65 years or over to population 20 to 64 years);Percentage;2020;61.4
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;Age dependency ratio, 3rd variant (population 0 to 19 years and 65 years or over to population 20 to 64 years);Percentage;2022;60.5
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;Age dependency ratio, 4th variant (population 0 to 24 years and 65 years or over to population 25 to 64 years);Percentage;2016;81.2
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;Age dependency ratio, 4th variant (population 0 to 24 years and 65 years or over to population 25 to 64 years);Percentage;2020;79.9
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;Age dependency ratio, 4th variant (population 0 to 24 years and 65 years or over to population 25 to 64 years);Percentage;2022;79.1
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;Median age of population - females;Year;2016;36.2
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;Median age of population - females;Year;2020;36.6
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;Median age of population - females;Year;2022;36.7
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;Median age of population;Year;2016;35.5
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;Median age of population;Year;2020;35.9
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;Median age of population;Year;2022;36.1
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;Median age of population - males;Year;2016;34.9
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;Median age of population - males;Year;2020;35.3
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;Median age of population - males;Year;2022;35.4
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years);Percentage;2016;19.4
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years);Percentage;2020;19.4
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years);Percentage;2022;19.2
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;Old-age dependency ratio 2nd variant (population 60 years or over to population 20 to 59 years);Percentage;2016;30.3
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;Old-age dependency ratio 2nd variant (population 60 years or over to population 20 to 59 years);Percentage;2020;30.7
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;Old-age dependency ratio 2nd variant (population 60 years or over to population 20 to 59 years);Percentage;2022;30.8
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;Old-age dependency ratio 3rd variant (population 65 years or over to population 20 to 64 years);Percentage;2016;21.1
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;Old-age dependency ratio 3rd variant (population 65 years or over to population 20 to 64 years);Percentage;2020;21.1
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;Old-age dependency ratio 3rd variant (population 65 years or over to population 20 to 64 years);Percentage;2022;20.9
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;Old-age dependency ratio 4th variant (population 65 years or over to population 25 to 64 years);Percentage;2016;23.6
Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest;BE1;Old-age dependency ratio 4th variant (population 65 years or over to population 25 to 64 years);Percentage;2020;23.5
